,year,firstname,lastname,alt_name,company,comment,sources,play_performance,keyword
609,1902,,,,,can't find. PDF downloaded,"Boston Daily Globe (1872-1922); Boston, Mass. [Boston, Mass]18 Nov 1902: 8.",,
610,1902,Harry,Le Clair,,,"funny incident where someone found Harry Le Clair good, but thought her figger and voice are a wee bit stout. PDF downloaded","The Nashville American (1894-1910); Nashville, Tenn. [Nashville, Tenn]14 Dec 1902: 17.",,
611,,Gilbert,Saroni,,,The Old Maid's Lament (S. Lubin) http://proxy.library.nyu.edu/login?url=https://search-proquest-com.proxy.library.nyu.edu/docview/1746378685?accountid=12768,,,
612,1903,,,,,good doc on vaudeville - can't find who is in it,"Klauber, Adolph. New York Times (1857-1922); New York, N.Y. [New York, N.Y]18 Jan 1903: SM5.",,
613,1903,,Lind,,,good reception,"Our own Correspondent. The Stage (Archive: 1880-1959); London Iss. 1140,  (Jan 22, 1903): 11.",,
614,1903,Richard,Harlow,,,"Boston favorite; whose clever work as Queen Isabella in 1492 stamped him as the leading female impersonator on the stage, will present his new monologue (presumably not in drag)","Boston Daily Globe (1872-1922); Boston, Mass. [Boston, Mass]25 Jan 1903: 33. ",,clever
615,1903,Percy,Mayo,,,,"Our own Correspondent. The Stage (Archive: 1880-1959); London Iss. 1143,  (Feb 12, 1903): 13.",,
616,1903,E. A.,Russell,,,,"The Stage (Archive: 1880-1959); London Iss. 1144,  (Feb 19, 1903): 16. ",,
617,1903,,,,,"One of the men in the Thalvane Trio is a ""mere man""—surprises the audience","The Stage (Archive: 1880-1959); London Iss. 1144,  (Feb 19, 1903): 16. ",,
618,1903,Johnstone,Bennett*,,,"Actually a woman called the ""best female impersonator of male character of a certain type on the vaudeville stage""",The Pittsburgh Gazette (1786-1906); Pittsburgh [Pittsburgh]08 Mar 1903: 30.,,
619,1903,Tom,Manardo,,,proves himself an agile acrobat and a clever female impersonator as Selina.,"The Stage (Archive: 1880-1959); London Iss. 1148,  (Mar 19, 1903): 9.",His Majesty's Guests (?),clever
620,1903,,Crowley,,,the mysterious Crowley is much to the fore as a fem imp,"The Stage (Archive: 1880-1959); London Iss. 1151,  (Apr 9, 1903): 7.",,
621,1903,Bert,Marner,,,"/Joseph Blakebrough/ died suddenly on Friday. Deceased, who was only twenty-two, was subject to fits, and death was due to asphyxia during an epilepic seizure. As a female impersonator, the deceased's most successful delineation was that of Miss Marie Lloyd.","The Stage (Archive: 1880-1959); London Iss. 1151,  (Apr 9, 1903): 16.",,
622,1903,Lee,Toy,,,"(but also fem imp described in general terms) As there are but few actresses, and those only classed with supernumeraries, it is necessary that the fem imp must wear a wig and the smooth black affair is an addition to the female impersonator's make-up that is quite necessary. To be a fem imp an actor must be small of stature, feminine of voice and movement, piquant and dainty in carriage. They are shaved over the forehear and between the eyes by the association barber once a month, and their faces mus be exceedingly smooth. As a usual thing, a Chinaman does not shave oftener than two or three times a year. Lee Toy, an impersonator, began his career in the theatrical profession with expectations of becoming an actor, but fate was against him and nature meant to chet him. He grew two inches taller than the prescribed height of these impersonators, and though he has a splendid voice he must play minor parts, wear shoes without soles and received a much smaller salary than he would had he not grown those unlucky two inches.","Courier-Journal (1869-1922); Louisville, Ky. [Louisville, Ky]27 Apr 1903: 7.",,
623,1903,Carl,Astend,,,,"Our own Correspondent. The Stage (Archive: 1880-1959); London Iss. 1,154,  (Apr 30, 1903): 2.",,
624,1903,,,,,Can't find,"The Billboard (Archive: 1894-1960); Cincinnati Vol. 15, Iss. 21,  (May 23, 1903): 9-10. ",,
625,1903,Charles,Willard,,,"in Coney Island of the West, getting to be a fvorite evening resort for those who care to dance in the open air amid the cool breezes from over the hill; other entertainments within the park grounds -- in the theatre, Willard performed","St. Louis Post - Dispatch (1879-1922); St. Louis, Mo. [St. Louis, Mo]24 May 1903: 6B.

The Billboard (Archive: 1894-1960); Cincinnati Vol. 15, Iss. 24,  (Jun 13, 1903): 10.",,
626,1903,Alfred,Anderson,,,,"McGINNIS, JUD. The Billboard (Archive: 1894-1960); Cincinnati Vol. 15, Iss. 22,  (May 30, 1903): 5.",,
627,1903,Chas.,Anderson,,,,"The Billboard (Archive: 1894-1960); Cincinnati Vol. 15, Iss. 23,  (Jun 6, 1903): 5.",,
628,1903,Max,Waldon,,,"Artistic and entertaining turn; excels; a charm about Mr. Waldon's turn is its refined character, there not being the slightest suggestion of any vulgarity.","The Stage (Archive: 1880-1959); London Iss. 1161,  (Jun 18, 1903): 6.

The Stage (Archive: 1880-1959); London Iss. 1162,  (Jun 25, 1903): 6.",,
629,1903,Carl,Ostend,,,,"The Stage (Archive: 1880-1959); London Iss. 1162,  (Jun 25, 1903): 2.",,
630,1903,,Lindon,,,female impersonator and vocalist (Is it ?Lind? or is it someone who is capitalizing on him?),"The Stage (Archive: 1880-1959); London Iss. 1163,  (Jul 2, 1903): 5.",,
631,1903,,,,,[about male imprsonators?] PDF downloaded,"Wilstach, Frank J. The Atlanta Constitution (1881-1945); Atlanta, Ga. [Atlanta, Ga]05 July 1903: C7.

BY FRANK J. WILSTACH.. The Washington Post (1877-1922); Washington, D.C. [Washington, D.C]26 July 1903: A6. ",,
632,1903,,,,,"while the ""swashing and martial outside"" of Rosalind seems only a piece of pretty playfulness, there is a suggestion of effeminacy in the assumption of a feminine garb by a man which makes the ""female impersonator"" an offense. PDF downloaded","WILSTACH, FRANK. Detroit Free Press (1858-1922); Detroit, Mich. [Detroit, Mich]05 July 1903: 10.",,
633,1903,Hugh,Bodine,,,In a side show! The first one I've found so far...,"Special to The New York Times.. New York Times (1857-1922); New York, N.Y. [New York, N.Y]19 July 1903: 23.",,
634,1903,,,,,"Jokey ""interview"" with a female impersonator. After congratulating on the sketch, the female impersonator rubbed his straight front with a reminiscent hand and murmured, ""It's a hollow mockery."" Why? Because ""this confounded costume is so tight I was afraid to eat my dinner""","Arizona Republican (1890 - 1922); Phoenix, Ariz. [Phoenix, Ariz]23 July 1903: 7. ",,
635,1903,C.,Fox,,,,"McGINNIS, JUD. The Billboard (Archive: 1894-1960); Cincinnati Vol. 15, Iss. 30,  (Jul 25, 1903): 4.",,
636,1903,Quinton,Gibson,,,,"The Stage (Archive: 1880-1959); London Iss. 1167,  (Jul 30, 1903): 6.",,
637,1903,,Saroni,,,"Called ""the French mimic."" Did he do female impersonator?","Boston Daily Globe (1872-1922); Boston, Mass. [Boston, Mass]18 Aug 1903: 2.",,
638,1903,Richard,Harlow,,,"Best program of the season - Harlow the great female impersonator, repeated the hit he scored in ""1492"". PDF saved -- good example of entertainment ecology","Boston Daily Globe (1872-1922); Boston, Mass. [Boston, Mass]18 Aug 1903: 2.",,
639,1903,Rosaire,Speagh,,,"gave an entertainment at the hall; he surely is a wonder; as a female impersonator, we have not seem his peer. His performance is fine all the way through and gives an entertainment seemingly without fatigue.","The Washington Post (1877-1922); Washington, D.C. [Washington, D.C]24 Aug 1903: 6. ",,
640,1903,Max,Weldon,,,"Columbia. Max Weldon was rung in out of his turn yesterday, and had people looking for a quick change artiste not down on the programme. His work as a female impersonator is more than good, and lacks all of the repulsive features so often accompanying an act of this kind. The turn came as an agreeable surprise and made goo.","Cincinnati Enquirer (1872-1922); Cincinnati, Ohio [Cincinnati, Ohio]05 Oct 1903: 7.",,
641,1903,Max,Weldon,,,"Feature on his wardrobe -- and whether he's padding, wears wigs etc. PDF saved. Bad copy, maybe ILL?","The Indianapolis Morning Star (1903-1907); Indianapolis, Ind. [Indianapolis, Ind]13 Oct 1903: 6. ",,
642,1903,,Crowley,,,"His mother had been roaming the streets of LA, and was committed to an asylum as she imagines she is about to be electrocuted.","Los Angeles Times (1886-1922); Los Angeles, Calif. [Los Angeles, Calif]17 Oct 1903: A7. ",,
643,1903,,Maye,,,"A female impersonator of far more than average ability, is responsible for no fewer than four items, vocal and terpsichorean","Our own Correspondents. The Stage (Archive: 1880-1959); London Iss. 1184,  (Nov 26, 1903): 6.",,
644,1903,Max,Waldron,,,"In our opinion Max can't be beat, for he certainly makes a bewitching damsel.","The Billboard (Archive: 1894-1960); Cincinnati Vol. 15, Iss. 52,  (Dec 26, 1903): 4.",,
645,1904,,,,,[ILL requested],"The American Law Review; Boston, Mass. Vol. 38,  (Jan 1, 1904): 759.",,
646,1904,,,,,"Image of a man who won a prize as a female impersonator. The New Year parade had pretty ""girls"" whose large feet and mannish stride betray the sterner sex. PDF downloaded","Jones, H R. The Wide World Magazine; London Vol. 12, Iss. 70,  (Jan 1904): 314-318.",,
647,1904,,,,,"William Roe wins New Year's parade for best female impersonator.. Slippage here between amateur ""performance,"" and professional performance, and street-walkers...",Philadelphia Inquirer (1860-1934); Philadelphia [Philadelphia]02 Jan 1904: 2.,,
648,1904,Herbert,Crowley,,,,"Boston Daily Globe (1872-1922); Boston, Mass. [Boston, Mass]19 Jan 1904: 8. ",,
649,1904,Percy,Maye,,,,"The Scotsman (1860-1920); Edinburgh, Scotland [Edinburgh, Scotland]27 Jan 1904: 1.

The Scotsman (1860-1920); Edinburgh, Scotland [Edinburgh, Scotland]30 Jan 1904: 1. 

Our own Correspondent. The Stage (Archive: 1880-1959); London Iss. 1209,  (May 19, 1904): 10.",,
650,1904,Carlos,Daly,,,"female impersonator, a boy of pleasing soprano voice, is a drawing card on this ""exceptionally good"" bill.","The Indianapolis Morning Star (1903-1907); Indianapolis, Ind. [Indianapolis, Ind]03 Feb 1904: 9. 

The Indianapolis Morning Star (1903-1907); Indianapolis, Ind. [Indianapolis, Ind]07 Feb 1904: 7.",,
651,1904,George,Tacius,,,Does well as a female impersonator,"Our own Correspondent. The Stage (Archive: 1880-1959); London Iss. 1194,  (Feb 4, 1904): 13. ",,
652,1904,,Lind,,,female impersonator and dancer,The Observer (1901- 2003); London (UK) [London (UK)]14 Feb 1904: 3. ,,
653,1904,Walter,Jones,,,"Orpheum. In many respects seems to be one of the best in the business; he has a better voice for his peculiar act than even Max Waldron, doubtless of of the most famous female impersonators in the world; Jones's falsetto is cultivated and enlarged and ladyfied to a high degree, and with his make-up he could easily pose for a contralto. His sudden drop into deep baritone rather startles the audience. His make-up is in good taste, although, of course, he does not have the magnificent wardrobe carried by Waldron.","Los Angeles Times (1886-1922); Los Angeles, Calif. [Los Angeles, Calif]23 Feb 1904: 6.",,
654,1904,George,Lucins (?),,,"Considerable ability. It was, however, as a mere man that he was most succesful last night, and the audience would have been pleased to hear more of him in the latter capacity.","The Scotsman (1860-1920); Edinburgh, Scotland [Edinburgh, Scotland]23 Feb 1904: 5. ",,
655,1904,,Fonso,,,Taking female impersonator,"Our own Correspondent. The Stage (Archive: 1880-1959); London Iss. 1197,  (Feb 25, 1904): 11. ",,
656,1904,,,,,Can't find,"The Stage (Archive: 1880-1959); London Iss. 1197,  (Feb 25, 1904): 23-28. ",,
657,1904,Walter,Jones,,,,"Los Angeles Times (1886-1922); Los Angeles, Calif. [Los Angeles, Calif]29 Feb 1904: 16. 

Ferguson, D W. The Billboard (Archive: 1894-1960); Cincinnati Vol. 16, Iss. 12,  (Mar 19, 1904): 7.",,
658,1904,,Fonzo,,,very smart female impersonator; gives a couple of spirited songs and dances; very clever in his imitations,"The Stage (Archive: 1880-1959); London Iss. 1199,  (Mar 10, 1904): 17.

The Stage (Archive: 1880-1959); London Iss. 1201,  (Mar 24, 1904): 18.",,clever
659,1904,Max,Waldon,,,female impersonator who is really a wonder. His voice is well handled in singing and he is an expert and graceful dancer.,"Frankel, Phil. The Billboard (Archive: 1894-1960); Cincinnati Vol. 16, Iss. 13,  (Mar 26, 1904): 5.

Detroit Free Press (1858-1922); Detroit, Mich. [Detroit, Mich]29 Mar 1904: 4.",,
660,1904,Charley,Rosson,,,dimunitive female impersonator [i.e.midget],"The Hartford Courant (1887-1922); Hartford, Conn. [Hartford, Conn]26 Mar 1904: 7.",,
661,1904,,,,,Unnamed female impersonator,"Los Angeles Times (1886-1922); Los Angeles, Calif. [Los Angeles, Calif]10 Apr 1904: E2.",,
662,1904,Harry,Le Clair,,,,"The Billboard (Archive: 1894-1960); Cincinnati Vol. 16, Iss. 16,  (Apr 16, 1904): 6. ",,
663,1904,,,,,[bad copy - ILL?],"Boston Daily Globe (1872-1922); Boston, Mass. [Boston, Mass]01 May 1904: 49.",,
664,1904,Max,Waldon,,,"vaudeville. Credited as ""European Female Impersonator,"" first appearance at Keith's; possibly the greatest artist in his line in the business. He makes several changes of costume, sings excellently, and dances gracefully. Prediction: A Big Hit; made his first appearance at this house and did well. His impersonations were mostly of foreign personages, but they were so artistic as to leave no doubt in the minds of the audience. He has a feminine voice and a way with him that is rather puzzling until he unmasks; European novelty act, female impersonator, vocalist and dancer; headliner in Baltimore: ""Europe's Premier Female Impersonator, Vocalist and Dancer""—first appearance in Baltimore; well received in an act that showed him as a Spanish dancer, a concert singer making her first public appearance, a ballet girl and two other characters; got engaged for one more week.","Philadelphia Inquirer (1860-1934); Philadelphia [Philadelphia]01 May 1904: 37.

Philadelphia Inquirer (1860-1934); Philadelphia [Philadelphia]03 May 1904: 6.

The American Hebrew & Jewish Messenger (1903-1922); New York, NY [New York, NY]13 May 1904: 808.

The Sun (1837-1992); Baltimore, Md. [Baltimore, Md]22 May 1904: 6.

The Sun (1837-1992); Baltimore, Md. [Baltimore, Md]29 May 1904: 1.

The Sun (1837-1992); Baltimore, Md. [Baltimore, Md]31 May 1904: 12. 

The Sun (1837-1992); Baltimore, Md. [Baltimore, Md]05 June 1904: 1.",,
665,1904,,,,,can't find.,"The Billboard (Archive: 1894-1960); Cincinnati Vol. 16, Iss. 20,  (May 14, 1904): 5. ",,
666,1904,,Tacius,,,clever female impersonator,"our own Correspondents. The Stage (Archive: 1880-1959); London Iss. 1210,  (May 26, 1904): 6.",,clever
667,1904,Herbert,Crowley,,,,"The American Hebrew & Jewish Messenger (1903-1922); New York, NY [New York, NY]27 May 1904: 60. ",,
668,1904,Phil,Adkins,,,,"Los Angeles Times (1886-1922); Los Angeles, Calif. [Los Angeles, Calif]31 May 1904: 6. ",,
669,1904,,,,,"First ad in a while: Wanted, Smart Young Female Impersonator, for Sketches, etc. (Pianist preferred); Amateur of good appearance may write.","The Stage (Archive: 1880-1959); London Iss. 1211,  (Jun 2, 1904): 21.",,
670,1904,,Ellis,,,"as a female impersonator, called an ""excellent member of the company who contributed their full share""",Minneapolis Tribune (1886-1909); Minneapolis [Minneapolis]10 June 1904: 4.,,
671,1904,,,,,(Female impersonator appears in a short story. PDF downloaded),"Tracy, Louis. San Francisco Chronicle (1869-Current File); San Francisco, Calif. [San Francisco, Calif]26 June 1904: 2. ",,
672,1904,Francis,Hope,,,Eccentric comedian; female impersonator of an exceptionally humorous type.,"The Stage (Archive: 1880-1959); London Iss. 1220,  (Aug 4, 1904): 4. ",,
673,1904,,Lind,,,female impersonator and clever dancer,"Our own Correspondent. The Stage (Archive: 1880-1959); London Iss. 1220,  (Aug 4, 1904): 17. ",,clever
674,1904,Harry,LeClair,,,"the somewhat embonpoint female impersonator is spending the symmer here; has a cottage uptown and has his family with him; has been here for a number of years; one of the most conspicuous players on the beach during bathing hours for be it known that Harry is abundantly endowed with flesh, and even in his bathing suit he is irresistible. He tells me that he has signed for ""Beauty and the Beast"" for the coming season, and will therefore not be seen in vaudeville until the springtime. Leclair is thinking of taking violent exercise to reduce his weight, so as to come within the definition of ""Beauty,"" though he may not play that role in the production.",Philadelphia Inquirer (1860-1934); Philadelphia [Philadelphia]07 Aug 1904: 30.,,
675,1904,,Gauze,,,"Manchester: ""Mystery Gauze"" - as a female impersonator, he is good","Our own Correspondent. The Stage (Archive: 1880-1959); London Iss. 1222,  (Aug 18, 1904): 2. ",,
676,1904,Fred,Dalton,,,,"Toronto Daily Star (1900-1971); Toronto, Ontario [Toronto, Ontario]20 Aug 1904: 16.",,
677,1904,Charles,Buckler,,,"Actor, Vocalist and Female Impersonator. Imitator of musical instruments","The Stage (Archive: 1880-1959); London Iss. 1223,  (Aug 25, 1904): 13. 

The Stage (Archive: 1880-1959); London Iss. 1224,  (Sep 1, 1904): 17.",,
678,1904,,Butterfield,,,Vaudeville,"Arizona Republican (1890 - 1922); Phoenix, Ariz. [Phoenix, Ariz]26 Aug 1904: 8.",,
679,1904,,,,,Can't find... PDF downloaded,"The American Law Review (1866-1906); St. Louis Vol. 38,  (Sep/Oct 1904): 751. ",,
680,1904,Julian,Eltinge,,,"has for some years been a leading lady in amateur musical productions in Boston and as as a ""female impersonator"" makes annual trips to Paris for his gowns.","New - York Tribune (1900-1910); New York, N.Y. [New York, N.Y]08 Sep 1904: 6.",Mr. Wix of Wickham,
681,,Leo,Ditrichstein,,,"reappears in the familiar role of a female impersonator - his conception of the part is as good as ever, though his mannerisms, dress and the womanly stride are woefully insufficient to disguise the fact that he needs a shave, nor do they keep in subjection the constantly recurring suspicious concerning his gender which an ill-fitting wig of tell-tale hue arouses in the discerning mind. All but the hypercritical willingly overlook his misfit headgear and laugh goot-naturedly at the many farcical complications and humorous situations.","Town and Country (1902-1913); New York Iss. 3044,  (Sep 17, 1904): 24. ",Are You a Mason? (Leo Ditrichstein's adaptation from German),
682,,Richard,Harlow,,,town talk eleven years ago was Queen Isabella in 1492 so why not a female impersonator in Mr. Wix of Wickham?PDF downloaded as it contains some interesting language etc,"Special Correspondence of The Sunday Post. FRANKLYN FYLES.. The Washington Post (1877-1922); Washington, D.C. [Washington, D.C]25 Sep 1904: A6.",,
683,,,,,,"Roland Burke Hennessy, the pungent editor of The Stage, has driven one more nail in the coffin of one of the crying offenses of the stage. The female impersonator, he asserts, is impossible. He is an excrescence on the dramatic body that should be removed by the most drastic surgery. The knife, well wielded by a hand that is not squeamish, is the only remedy for this amazing theatrical disease. The sexless creatures prostitute all art by their vile exhibitions, and at best can appeal only to the prurient minded or the densely ignorant. They are growing beautifully in number. The public will not tolerate them. PDF saved","Detroit Free Press (1858-1922); Detroit, Mich. [Detroit, Mich]21 Oct 1904: 4. ",,
684,,,,,,"Forty amateurs performed at the Unique Theater. Mr. Collins was a female impersnoator who said he wore a hat for $15 only for the occasion. Audience thought he looked like Maxine Elliott, kicking with his feet and singing. They did the show multiple times, and the female impersonator appeared on stage alongside a male impersonator, Miss Belle Taylor.","The Indianapolis Morning Star (1903-1907); Indianapolis, Ind. [Indianapolis, Ind]21 Oct 1904: 3. 

The Indianapolis Morning Star (1903-1907); Indianapolis, Ind. [Indianapolis, Ind]28 Oct 1904: 8.",,
685,,Richard,Harlow,,,"One audience member refused to believe that Harlowe was a man and thought him to be ""a big woman with a deep contralty voice"" -- and then the article goes on: Harlow is delightfully unaffected when away from the footlights. He is a college strong man, and was at one time the center of the Harvard football team. Later he took up boxing seriously, and is now able to put away any man of ordinary prowess. [so, not just is he masculine, he plays LOTS of sports, and can beat you up too... if you were wondering] PDF downloaded","Los Angeles Times (1886-1922); Los Angeles, Calif. [Los Angeles, Calif]24 Oct 1904: 4. ",,
686,,,,,,Confusion about the terms again? PDF downloaded,"Dayton Daily News (1898-1922); Dayton, Ohio [Dayton, Ohio]01 Nov 1904: 10.",,
687,,Richard,Harlow,,,"Big run expected at the Casino Theatre, with Harlow in the role of Isabella at 1492","The Billboard (Archive: 1894-1960); Cincinnati Vol. 16, Iss. 45,  (Nov 5, 1904): 7-10, 55. ",,
688,,E. W.,Stuart,,,"One of the passengers on the American liner New York, carried Stuart on board, with three trunks of feminine finery.","New York Times (1857-1922); New York, N.Y. [New York, N.Y]13 Nov 1904: 4. ",,
689,,,,,,can't find - PDF downloaded,Philadelphia Inquirer (1860-1934); Philadelphia [Philadelphia]11 Dec 1904: 34.,,
690,,Gus,Mills,,,,"Schrader, Fred F. The Washington Post (1877-1922); Washington, D.C. [Washington, D.C]15 Jan 1905: T6. ",,
691,,,Cameron,,,,"The Hartford Courant (1887-1922); Hartford, Conn. [Hartford, Conn]07 Feb 1905: 15.",,
692,,,Karrera,,,the most remarkable fem imp in the world and two of his inimitable characters perform at the Orpheum Circuit,"The National Police Gazette (1845-1906); New York Vol. 86, Iss. 1438,  (Mar 4, 1905): 2.",,
693,,Julian,Eltinge,,,"Julian Eltinge, late of ""The Merry Shop Girls"" company, joins the vaudeville","The Sun (1837-1992); Baltimore, Md. [Baltimore, Md]19 Mar 1905: 13.",,
694,,,Richards,,,"The great Richards, headliner, is a female impersonator, who appears in four changes of costume; sings in high soprano voice; introduces cballet dancing and indulges himself in other feminine airs and graces; wears striking gowns; sings high soprano; does toe dancing; appears as something of a novelty in this production","Minneapolis Tribune (1886-1909); Minneapolis [Minneapolis]02 Apr 1905: 28

Minneapolis Tribune (1886-1909); Minneapolis [Minneapolis]03 Apr 1905: 4.",,novelty
695,,James,Russell,,,"probably the best female impresonator on the stage; part of the Russell Brothers who worked with old-time vaudeville sketches (see Gilbert, American Vaudeville, 61: ""the
 Russell Brothers, whose Irish servant girls were a famous rough act.""","The Billboard (Archive: 1894-1960); Cincinnati Vol. 17, Iss. 14,  (Apr 8, 1905): 9. ",The Female Detectives,
696,,,Stuart,,,"Stuart, the ""male Patti"" whose name fits the man perfectly; the three songs he sang can hardly be called classical music; showed wonderful range of voice, peculiarly sweet in the higher notes, strong and robust, as might be expected, in the lower tones. The dresses worn tend to accentuate the marked female characteristics with which nature has endowed the man, indeed, at times it is hard to believe that it is a man that is singing. It is only when he speaks or walks naturally that the illusion is disspelled.","The Hartford Courant (1887-1922); Hartford, Conn. [Hartford, Conn]18 Apr 1905: 7. ",,
697,,,Crowley,,,"Unusually clever female impersonator, alongside a woman doing a sultry disrobing contortion act",Philadelphia Inquirer (1860-1934); Philadelphia [Philadelphia]23 May 1905: 4.,,clever
698,,,Alvora,,Wills Musical Comedy Company,"Closed with the company at St. Louis, MO and will play vaudeville for the summer","The National Police Gazette (1845-1906); New York Vol. 87, Iss. 1456,  (Jul 8, 1905): 2. ",,
699,,,Alton,,,female impersonator of rare ability; character changes beyond excesstion [?] the best that can be seen on the American stage today.,"The Austin Statesman (1902-1915); Austin, Tex. [Austin, Tex]10 July 1905: 2. ",,
700,,Arthur,Ashton,,,"Closed a six week engagement at Palace Theatre in Syracuse and then opened a four week engagement at Dewey Hall, Utica, and after that Glens Falls...","The Billboard (Archive: 1894-1960); Cincinnati Vol. 17, Iss. 31,  (Aug 5, 1905): 6. ",,
701,,,Le Clair,,,(Not descirbed as a female impersonator),"New - York Tribune (1900-1910); New York, N.Y. [New York, N.Y]06 Aug 1905: C2. ",,
702,,,Eltinge,,,(Picture),"New - York Tribune (1900-1910); New York, N.Y. [New York, N.Y]06 Aug 1905: C2. ",,
703,,,Eltinge,,,"Performed as ""Eltinge"" with the quotation marks never omitted. To some people he would be better if he were not so good -- his reproduction of the feminine form and grace is so realistic that some spectators find it unpleasant. A year ago, when his name of Eltinge started with Julian instead of a quotation mark, he was a Boston amateur in a company that depended upon men for its female as well as male roles; now known as an ""impersonator of society ladies"" but not any one in particular; sings fluttering ditties about moonlight and love and smiles to the bald-headed row—makes a rather pretty and very smartly up-to-date girl, with a willowly, youthful figure, small and dainty feet, and hands that are ever coquetting in some feminine flutter or other; among imitations are Nan Patterson, chorus girl who murdered her boyfriend (?); sings ""A Picnic for Two"" in a rather strained high-pitched voice, and flirts and flits his fascinating fan; winks and ogles; dances gracefully and with much froufrou of silk and lace. PDF saved",,,
704,1919,James,Cagney,,,"His first professional job was in ""Every Sailor"" as a female impersonator, at Keith's 86th St Threatre. = following on the heels of many female impersonation shows during the War...","Vaudeville Old & New, 181",,
705,(contemp. with Julian Eltinge),Julian,Costello,,,"""African American female impersonator . . . worked Toby time with a song-and-dance act about the same time as Julian Eltinge was in big-time vaudeville.""","Vaudeville Old & New, 270",,
706,much later?,Andrew,Tibble,,,,,,
707,(end of WWI),Karyl,Norman,,,/George Francis Peduzzi/,,,
708,,Bothwell,Browne,,,"""Bothwell Browne juvenile"" company/troupe",,,
709,,Francis,Renault,,,,,,
710,,Bert,Savoy,,,,,,
711,,Bert,Swor,,,,,,
712,,Andrew,Dribble,,,Is this not Andrew Tibble?,Vaudeville Old & New 1136,,
713,,Henry,Williams,,Bobby Grant’s Female Impersonators Revue,,,,
714,1906,Richard,Harlow,,,has played Isabella for the past 13 years - almost uninterrupted (since 1893),"St. Louis Post - Dispatch (1879-1922); St. Louis, Mo. [St. Louis, Mo]25 Aug 1906: 10.",,
715,,Armand,Melnotte,,,phenomenal double-voiced vocalit and impersonator of female characters,"The Billboard (Archive: 1894-1960); Cincinnati Vol. 22, Iss. 3,  (Jan 15, 1910): 16. ",,
716,,Harry,Leclair,,,,"The Sun (1837-1992); Baltimore, Md. [Baltimore, Md]29 Mar 1910: 7.",,
717,1912,Joseph,Hennella,,,"died three hours after collapsing on stage of a ""vodvil"" theatre, caused by tight corset lacing. Growing stout over the past years of performing as an impersonator of female characters. In his efforts to present a woman-like figure, he had laced so tight that it caused a kidney trouble, and that it also induced a tendency to apoplexy. Friends had lately advised him to give up playing female roles because of the fact that he was getting too stout, but he told them that lacing would soon reduce his waist measure.","The Billboard (Archive: 1894-1960); Cincinnati Vol. 24, Iss. 46,  (Nov 16, 1912): 6.",,
718,1915,Lee,Mitchell,,,ad,"The Billboard (Archive: 1894-1960); Cincinnati Vol. 27, Iss. 9, (Feb 27, 1915): 2.",,
719,1921,,,,,Wanted by Scholey and Scholey - ad,"The Stage (Archive: 1880-1959); London Iss. 2,116,  (Oct 6, 1921): 25.",,
